FECHA HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,CANTIDAD
01/01/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001",BOGOTA D.C.,1
01/01/1996 12:00:00 AM,50,META,"50,689",SAN MARTIN,1
01/02/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
01/02/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
01/03/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
01/04/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
01/05/1996 12:00:00 AM,15,BOYACÁ,"15,176",CHIQUINQUIRA,1
01/05/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
01/05/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
01/09/1996 12:00:00 AM,5,ANTIOQUIA,"5,209",CONCORDIA,1
01/09/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
01/09/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
01/09/1996 12:00:00 AM,73,TOLIMA,"73,001",IBAGUE,1
01/10/1996 12:00:00 AM,41,HUILA,"41,298",GARZON,1
01/11/1996 12:00:00 AM,5,ANTIOQUIA,"5,631",SABANETA,1
01/13/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
01/15/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,2
01/15/1996 12:00:00 AM,5,ANTIOQUIA,"5,376",LA CEJA,1
01/15/1996 12:00:00 AM,50,META,"50,001",VILLAVICENCIO,1
01/16/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
01/16/1996 12:00:00 AM,5,ANTIOQUIA,"5,697",EL SANTUARIO,1
01/16/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
01/16/1996 12:00:00 AM,18,CAQUETÁ,"18,001",FLORENCIA,1
01/16/1996 12:00:00 AM,50,META,"50,001",VILLAVICENCIO,1
01/17/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,2
01/17/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
01/18/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,2
01/19/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
01/19/1996 12:00:00 AM,73,TOLIMA,"73,001",IBAGUE,1
01/20/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,874",VILLA DEL ROSARIO,1
01/20/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
01/21/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
01/22/1996 12:00:00 AM,5,ANTIOQUIA,"5,660",SAN LUIS,1
01/22/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",3
01/22/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
01/22/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
01/23/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
01/24/1996 12:00:00 AM,15,BOYACÁ,"15,759",SOGAMOSO,1
01/24/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
01/25/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
01/25/1996 12:00:00 AM,15,BOYACÁ,"15,759",SOGAMOSO,3
01/25/1996 12:00:00 AM,19,CAUCA,"19,001",POPAYAN,1
01/25/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
01/25/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,2
01/26/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
01/26/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",3
01/26/1996 12:00:00 AM,15,BOYACÁ,"15,759",SOGAMOSO,1
01/26/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
01/26/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
01/26/1996 12:00:00 AM,73,TOLIMA,"73,001",IBAGUE,1
01/27/1996 12:00:00 AM,41,HUILA,"41,872",VILLAVIEJA,1
01/27/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
01/27/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
01/29/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
01/29/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
01/30/1996 12:00:00 AM,17,CALDAS,"17,013",AGUADAS,1
01/30/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,3
01/30/1996 12:00:00 AM,73,TOLIMA,"73,001",IBAGUE,2
01/31/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
01/31/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,871",VILLA CARO,1
02/01/1996 12:00:00 AM,18,CAQUETÁ,"18,001",FLORENCIA,2
02/01/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
02/02/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
02/02/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
02/03/1996 12:00:00 AM,18,CAQUETÁ,"18,001",FLORENCIA,1
02/03/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
02/05/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
02/05/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
02/05/1996 12:00:00 AM,17,CALDAS,"17,001",MANIZALES,3
02/05/1996 12:00:00 AM,50,META,"50,001",VILLAVICENCIO,1
02/05/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
02/06/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
02/06/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
02/06/1996 12:00:00 AM,19,CAUCA,"19,001",POPAYAN,2
02/06/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
02/06/1996 12:00:00 AM,66,RISARALDA,"66,088",BELEN DE UMBRIA,1
02/06/1996 12:00:00 AM,70,SUCRE,"70,820",SANTIAGO DE TOLU,1
02/07/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
02/08/1996 12:00:00 AM,50,META,"50,001",VILLAVICENCIO,1
02/08/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
02/09/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
02/09/1996 12:00:00 AM,66,RISARALDA,"66,088",BELEN DE UMBRIA,1
02/09/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,2
02/12/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",3
02/13/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
02/13/1996 12:00:00 AM,19,CAUCA,"19,001",POPAYAN,2
02/14/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
02/14/1996 12:00:00 AM,63,QUINDÍO,"63,001",ARMENIA,1
02/15/1996 12:00:00 AM,8,ATLÁNTICO,"8,001",BARRANQUILLA,2
02/15/1996 12:00:00 AM,63,QUINDÍO,"63,001",ARMENIA,1
02/15/1996 12:00:00 AM,70,SUCRE,"70,001",SINCELEJO,1
02/16/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,2
02/16/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
02/16/1996 12:00:00 AM,63,QUINDÍO,"63,130",CALARCA,1
02/16/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
02/17/1996 12:00:00 AM,5,ANTIOQUIA,"5,101",CIUDAD BOLIVAR,1
02/19/1996 12:00:00 AM,66,RISARALDA,"66,594",QUINCHIA,1
02/19/1996 12:00:00 AM,70,SUCRE,"70,001",SINCELEJO,1
02/20/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,874",VILLA DEL ROSARIO,1
02/20/1996 12:00:00 AM,63,QUINDÍO,"63,001",ARMENIA,1
02/21/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
02/21/1996 12:00:00 AM,63,QUINDÍO,"63,001",ARMENIA,1
02/22/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
02/23/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
02/23/1996 12:00:00 AM,85,CASANARE,"85,001",YOPAL,1
02/24/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,2
02/24/1996 12:00:00 AM,5,ANTIOQUIA,"5,088",BELLO,1
02/24/1996 12:00:00 AM,47,MAGDALENA,"47,001",SANTA MARTA,1
02/26/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
02/26/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
02/26/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
02/27/1996 12:00:00 AM,17,CALDAS,"17,088",BELALCAZAR,1
02/27/1996 12:00:00 AM,70,SUCRE,"70,001",SINCELEJO,1
02/28/1996 12:00:00 AM,19,CAUCA,"19,548",PIENDAMO,1
02/28/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
02/28/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
02/29/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
02/29/1996 12:00:00 AM,20,CESAR,"20,011",AGUACHICA,1
02/29/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
03/01/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
03/04/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,2
03/04/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
03/04/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
03/05/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
03/05/1996 12:00:00 AM,25,CUNDINAMARCA,"25,377",LA CALERA,1
03/06/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
03/06/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,874",VILLA DEL ROSARIO,1
03/06/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
03/08/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
03/08/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
03/11/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
03/11/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,364",JAMUNDI,1
03/12/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
03/13/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
03/13/1996 12:00:00 AM,19,CAUCA,"19,807",TIMBIO,1
03/14/1996 12:00:00 AM,19,CAUCA,"19,001",POPAYAN,1
03/16/1996 12:00:00 AM,41,HUILA,"41,524",PALERMO,1
03/17/1996 12:00:00 AM,5,ANTIOQUIA,"5,789",TAMESIS,1
03/19/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
03/19/1996 12:00:00 AM,15,BOYACÁ,"15,759",SOGAMOSO,1
03/19/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
03/19/1996 12:00:00 AM,73,TOLIMA,"73,001",IBAGUE,2
03/20/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,2
03/20/1996 12:00:00 AM,5,ANTIOQUIA,"5,440",MARINILLA,1
03/20/1996 12:00:00 AM,5,ANTIOQUIA,"5,686",SANTA ROSA DE OSOS,1
03/20/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
03/21/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,2
03/21/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
03/22/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
03/22/1996 12:00:00 AM,5,ANTIOQUIA,"5,887",YARUMAL,1
03/22/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
03/22/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
03/23/1996 12:00:00 AM,52,NARIÑO,"52,110",BUESACO,1
03/24/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
03/26/1996 12:00:00 AM,5,ANTIOQUIA,"5,148",EL CARMEN DE VIBORAL,1
03/27/1996 12:00:00 AM,5,ANTIOQUIA,"5,664",SAN PEDRO,1
03/28/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
03/28/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
03/29/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
03/29/1996 12:00:00 AM,41,HUILA,"41,807",TIMANA,1
03/29/1996 12:00:00 AM,44,LA GUAJIRA,"44,430",MAICAO,1
03/29/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
03/29/1996 12:00:00 AM,73,TOLIMA,"73,001",IBAGUE,1
04/01/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,2
04/01/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
04/02/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,2
04/02/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
04/03/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
04/06/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
04/06/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
04/07/1996 12:00:00 AM,70,SUCRE,"70,215",COROZAL,1
04/08/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
04/08/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
04/10/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
04/11/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
04/11/1996 12:00:00 AM,15,BOYACÁ,"15,759",SOGAMOSO,1
04/12/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
04/13/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
04/13/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,874",VILLA DEL ROSARIO,1
04/15/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
04/15/1996 12:00:00 AM,18,CAQUETÁ,"18,001",FLORENCIA,1
04/16/1996 12:00:00 AM,5,ANTIOQUIA,"5,318",GUARNE,1
04/17/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
04/17/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
04/18/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
04/18/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
04/19/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,2
04/22/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,2
04/22/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
04/22/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
04/24/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
04/24/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
04/24/1996 12:00:00 AM,19,CAUCA,"19,001",POPAYAN,1
04/25/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
04/26/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
04/26/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
04/26/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
04/29/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
04/29/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
05/01/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
05/02/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,172",CHINACOTA,1
05/02/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
05/04/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
05/04/1996 12:00:00 AM,68,SANTANDER,"68,077",BARBOSA,1
05/05/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
05/05/1996 12:00:00 AM,8,ATLÁNTICO,"8,001",BARRANQUILLA,1
05/05/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
05/05/1996 12:00:00 AM,20,CESAR,"20,060",BOSCONIA,1
05/06/1996 12:00:00 AM,5,ANTIOQUIA,"5,212",COPACABANA,1
05/06/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
05/06/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,2
05/06/1996 12:00:00 AM,20,CESAR,"20,011",AGUACHICA,1
05/07/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,553",PUERTO SANTANDER,1
05/09/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
05/10/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
05/10/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
05/10/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
05/10/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
05/13/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
05/13/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
05/14/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,2
05/14/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
05/15/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
05/15/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
05/16/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
05/17/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
05/17/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,2
05/20/1996 12:00:00 AM,41,HUILA,"41,615",RIVERA,1
05/21/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
05/22/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
05/22/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,874",VILLA DEL ROSARIO,1
05/23/1996 12:00:00 AM,66,RISARALDA,"66,687",SANTUARIO,1
05/23/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,2
05/24/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
05/25/1996 12:00:00 AM,15,BOYACÁ,"15,759",SOGAMOSO,1
05/25/1996 12:00:00 AM,15,BOYACÁ,"15,820",TOPAGA,1
05/27/1996 12:00:00 AM,5,ANTIOQUIA,"5,664",SAN PEDRO,1
05/28/1996 12:00:00 AM,15,BOYACÁ,"15,759",SOGAMOSO,1
05/29/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
05/29/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
05/30/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
05/31/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
05/31/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
06/01/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",3
06/02/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
06/04/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
06/04/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
06/06/1996 12:00:00 AM,13,BOLÍVAR,"13,001",CARTAGENA,1
06/06/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
06/07/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
06/07/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,2
06/08/1996 12:00:00 AM,25,CUNDINAMARCA,"25,245",EL COLEGIO,1
06/08/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
06/09/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,874",VILLA DEL ROSARIO,1
06/10/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",3
06/10/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
06/11/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
06/11/1996 12:00:00 AM,5,ANTIOQUIA,"5,240",EBEJICO,1
06/11/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
06/11/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,834",TULUA,1
06/12/1996 12:00:00 AM,8,ATLÁNTICO,"8,001",BARRANQUILLA,1
06/12/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
06/12/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,2
06/14/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
06/14/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
06/14/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,405",LOS PATIOS,1
06/14/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
06/15/1996 12:00:00 AM,25,CUNDINAMARCA,"25,335",GUAYABETAL,1
06/17/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
06/18/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
06/18/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
06/18/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
06/19/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
06/20/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
06/20/1996 12:00:00 AM,15,BOYACÁ,"15,238",DUITAMA,1
06/20/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
06/21/1996 12:00:00 AM,5,ANTIOQUIA,"5,318",GUARNE,1
06/21/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
06/21/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
06/22/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,720",SARDINATA,1
06/24/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,2
06/25/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
06/25/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
06/26/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
06/26/1996 12:00:00 AM,44,LA GUAJIRA,"44,001",RIOHACHA,2
06/27/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
06/28/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
06/28/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,001",CALI,1
06/30/1996 12:00:00 AM,20,CESAR,"20,011",AGUACHICA,1
06/30/1996 12:00:00 AM,68,SANTANDER,"68,001",BUCARAMANGA,1
07/01/1996 12:00:00 AM,41,HUILA,"41,001",NEIVA,1
07/01/1996 12:00:00 AM,47,MAGDALENA,"47,541",PEDRAZA,1
07/02/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
07/02/1996 12:00:00 AM,41,HUILA,"41,078",BARAYA,1
07/02/1996 12:00:00 AM,54,NORTE DE SANTANDER,"54,001",CUCUTA,1
07/03/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
07/03/1996 12:00:00 AM,17,CALDAS,"17,653",SALAMINA,1
07/03/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
07/05/1996 12:00:00 AM,5,ANTIOQUIA,"5,031",AMALFI,1
07/06/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
07/08/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
07/09/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
07/10/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
07/10/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
07/10/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
07/11/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
07/13/1996 12:00:00 AM,76,VALLE DEL CAUCA,"76,563",PRADERA,1
07/15/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
07/16/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
07/16/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
07/17/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
07/18/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
07/19/1996 12:00:00 AM,66,RISARALDA,"66,001",PEREIRA,1
07/21/1996 12:00:00 AM,20,CESAR,"20,001",VALLEDUPAR,1
07/22/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",4
07/24/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",2
07/25/1996 12:00:00 AM,18,CAQUETÁ,"18,001",FLORENCIA,1
07/26/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
07/30/1996 12:00:00 AM,8,ATLÁNTICO,"8,001",BARRANQUILLA,1
07/30/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",1
07/31/1996 12:00:00 AM,11,BOGOTÁ D.C.,"11,001","BOGOTA, D.C.",4
08/01/1996 12:00:00 AM,5,ANTIOQUIA,"5,001",MEDELLIN,1
